# #pts: 33349; ranges: 66,71
0,28,63
1,23,60
2,23,59
3,24,60
4,25,60
5,25,61
6,24,60
7,26,59
8,31,64
9,24,60
10,24,58
11,24,59
12,25,60
13,24,59
14,24,58
15,21,58
16,26,61
17,24,59
18,28,62
19,23,58
20,28,63
21,26,61
22,25,59
23,26,60
24,25,59
25,27,62
26,24,59
27,26,61
28,30,64
29,24,57
30,27,63
31,25,60
32,26,61
33,25,61
34,34,65
35,23,58
36,24,58
37,24,60
38,26,61
39,46,67
40,24,58
41,33,65
42,23,60
43,29,62
44,28,63
45,24,60
46,25,60
47,24,59
48,27,61
49,23,57
50,25,61
51,25,59
52,26,62
53,24,58
54,24,59
55,25,61
56,25,59
57,24,58
58,24,60
59,26,61
60,24,58
61,24,60
62,23,59
63,24,59
64,24,61
65,24,60
66,25,60
67,24,60
68,25,58
69,36,66
70,26,60
71,24,60
72,26,61
73,23,60
74,24,60
75,23,61
76,33,65
77,24,59
78,23,58
79,44,67
80,24,59
81,25,59
82,27,62
83,23,59
84,25,59
85,23,60
86,26,60
87,24,61
88,22,60
89,25,60
90,26,59
91,24,60
92,31,63
93,43,67
94,25,59
95,24,60
96,30,63
97,28,62
98,44,66
99,28,62
100,27,62
101,27,62
102,34,65
103,24,60
104,39,66
105,24,59
106,40,67
107,31,65
108,27,63
109,25,60
110,25,58
111,26,60
112,25,61
113,24,60
114,24,59
115,25,60
116,31,63
117,26,60
118,26,61
119,25,61
120,26,58
121,28,64
122,26,61
123,25,59
124,27,61
125,23,59
126,29,63
127,25,59
128,23,59
129,25,61
130,25,59
131,23,59
132,23,58
133,25,60
134,24,61
135,23,59
136,22,59
137,26,61
138,35,66
139,24,60
140,24,58
141,25,58
142,26,62
143,28,63
144,25,60
145,24,62
146,25,58
147,42,67
148,28,62
149,31,64
150,37,65
151,23,60
152,26,62
153,29,64
154,25,59
155,25,60
156,24,60
157,27,62
158,26,58
159,26,60
160,25,59
161,30,63
162,23,59
163,46,67
164,26,62
165,26,60
166,30,63
167,25,61
168,24,57
169,39,66
170,24,60
171,46,68
172,26,60
173,25,58
174,29,64
175,24,61
176,23,59
177,26,61
178,25,59
179,24,58
180,23,58
181,29,63
182,25,61
183,24,58
184,25,59
185,26,60
186,37,66
187,39,66
188,24,59
189,27,62
190,24,59
191,24,59
192,24,60
193,24,61
194,26,59
195,24,59
196,24,59
197,26,58
198,25,60
199,23,59
200,16,63
201,5,61
202,18,63
203,16,63
204,0,55
205,0,46
206,12,61
207,2,54
208,19,63
209,13,62
210,0,57
211,0,59
212,2,57
213,1,59
214,0,56
215,20,63
216,9,61
217,25,64
218,29,65
219,0,56
220,0,57
221,11,61
222,2,59
223,3,56
224,0,57
225,3,58
226,4,58
227,0,57
228,0,57
229,2,58
230,0,57
231,1,59
232,0,52
233,45,67
234,3,59
235,12,62
236,3,57
237,1,58
238,19,63
239,36,66
240,4,59
241,0,57
242,32,65
243,0,56
244,1,58
245,3,59
246,0,49
247,0,58
248,9,62
249,13,62
250,1,58
251,8,58
252,0,58
253,34,65
254,17,62
255,13,62
256,19,63
257,23,63
258,9,60
259,7,61
260,17,62
261,0,57
262,2,58
263,15,62
264,3,58
265,1,56
266,3,58
267,9,61
268,0,56
269,15,63
270,0,48
271,1,57
272,2,60
273,3,60
274,5,58
275,47,68
276,0,50
277,0,56
278,8,58
279,24,64
280,0,57
281,0,52
282,1,59
283,1,52
284,3,58
285,27,65
286,0,56
287,2,58
288,32,65
289,31,64
290,1,58
291,39,66
292,0,59
293,3,60
294,0,56
295,19,63
296,4,58
297,59,69
298,34,65
299,18,62
300,22,63
301,11,60
302,2,59
303,1,57
304,3,58
305,1,57
306,1,58
307,13,61
308,6,60
309,13,63
310,2,60
311,1,59
312,21,62
313,14,61
314,15,63
315,0,58
316,16,61
317,4,60
318,0,54
319,0,56
320,9,61
321,0,56
322,28,64
323,11,61
324,16,60
325,5,59
326,10,61
327,19,63
328,1,53
329,31,65
330,33,66
331,6,61
332,1,57
333,0,57
334,0,53
335,0,57
336,2,59
337,4,60
338,0,56
339,22,62
340,27,64
341,42,67
342,7,60
343,1,58
344,2,58
345,0,58
346,0,56
347,10,59
348,0,57
349,14,62
350,1,58
351,1,59
352,24,64
353,23,62
354,8,61
355,12,61
356,2,60
357,2,58
358,0,56
359,5,60
360,0,52
361,25,64
362,0,53
363,3,59
364,0,55
365,41,67
366,0,56
367,24,63
368,25,63
369,0,58
370,47,68
371,1,54
372,27,64
373,0,54
374,1,59
375,4,59
376,0,47
377,0,57
378,27,63
379,2,59
380,1,59
381,0,50
382,0,50
383,38,66
384,29,65
385,4,61
386,28,64
387,6,61
388,0,58
389,7,61
390,0,58
391,3,59
392,7,60
393,0,57
394,0,55
395,1,57
396,0,57
397,0,53
398,1,58
399,12,61
400,29,64
401,1,59
402,0,58
403,25,64
404,6,59
405,1,53
406,1,58
407,2,59
408,6,59
409,0,54
410,0,50
411,11,62
412,1,52
413,0,58
414,0,52
415,2,59
416,3,60
417,8,58
418,3,59
419,33,66
420,12,60
421,7,60
422,0,57
423,1,59
424,41,67
425,3,59
426,11,61
427,1,56
428,0,57
429,0,50
430,0,58
431,4,59
432,44,67
433,21,63
434,1,58
435,0,54
436,0,56
437,0,58
438,30,65
439,4,59
440,2,60
441,0,58
442,0,56
443,15,62
444,2,59
445,15,62
447,1,59
448,5,59
449,15,62
450,27,64
451,5,61
452,4,60
453,0,57
454,10,58
455,44,67
456,2,58
457,16,63
458,0,51
459,0,55
460,0,56
461,0,55
462,0,52
463,5,57
464,24,64
